HS4,HS4 Description,Rank,Country of Origin,BaselineShare,BaselineSharePct,Old Tariff,Old TariffPct
6212,"Bras, Girdles, Garters Etc., Knitted Etc Or Not",7,Colombia,0.027192873371471672,2.719287337147167,0.0892223122851016,8.92223122851016
6212,"Bras, Girdles, Garters Etc., Knitted Etc Or Not",8,Cambodia,0.02615507074011236,2.615507074011236,0.2690950539758652,26.90950539758652
6212,"Bras, Girdles, Garters Etc., Knitted Etc Or Not",9,Honduras,0.025708131739345313,2.5708131739345315,0.0708559809035076,7.08559809035076
6212,"Bras, Girdles, Garters Etc., Knitted Etc Or Not",10,Dominican Republic,0.020959423599901418,2.0959423599901417,0.0710729183524035,7.10729183524035
6213,Handkerchiefs,1,China,0.5634920324253598,56.349203242535985,0.3267342277324501,32.67342277324501
6213,Handkerchiefs,2,India,0.13605961066868136,13.605961066868137,0.3110904009554318,31.10904009554318
6213,Handkerchiefs,3,Italy,0.13426193549559284,13.426193549559285,0.106392070308464,10.6392070308464
6213,Handkerchiefs,4,France,0.07421825351070675,7.421825351070675,0.0999353024948368,9.99353024948368
6213,Handkerchiefs,5,Vietnam,0.05657294992987741,5.657294992987741,0.1692641823815066,16.92641823815066
6213,Handkerchiefs,6,Japan,0.010354664409073865,1.0354664409073864,0.1404723433037727,14.04723433037727
6213,Handkerchiefs,7,Burma,0.009402626911388798,0.9402626911388798,0.1879777859247491,18.79777859247491
6213,Handkerchiefs,8,United Kingdom,0.007950224850664015,0.7950224850664015,0.1229317374720505,12.29317374720505
6213,Handkerchiefs,9,Pakistan,0.004176619047599959,0.41766190475999593,0.1936882243740906,19.36882243740906
6213,Handkerchiefs,10,Turkey,0.0035110827510551096,0.35110827510551096,0.1333245689817075,13.332456898170749
6214,"Shawls, Scarves, Mufflers, Mantillas, Veils Etc.",1,China,0.39757940333407005,39.75794033340701,0.3139198345750645,31.391983457506452
6214,"Shawls, Scarves, Mufflers, Mantillas, Veils Etc.",2,Italy,0.28737642647203526,28.737642647203526,0.1229066532450167,12.29066532450167
6214,"Shawls, Scarves, Mufflers, Mantillas, Veils Etc.",3,France,0.16983576805683823,16.98357680568382,0.1167474410519901,11.67474410519901
6214,"Shawls, Scarves, Mufflers, Mantillas, Veils Etc.",4,India,0.06585791967051981,6.585791967051981,0.2776506684154667,27.76506684154667
6214,"Shawls, Scarves, Mufflers, Mantillas, Veils Etc.",5,United Kingdom,0.04552156888744471,4.552156888744471,0.1532131346921356,15.32131346921356
6214,"Shawls, Scarves, Mufflers, Mantillas, Veils Etc.",6,Cambodia,0.00900552738879845,0.9005527388798449,0.2173366631504004,21.73366631504004
6214,"Shawls, Scarves, Mufflers, Mantillas, Veils Etc.",7,Nepal,0.007397915339108233,0.7397915339108233,0.1107334884269521,11.07334884269521
6214,"Shawls, Scarves, Mufflers, Mantillas, Veils Etc.",8,Vietnam,0.0067817690975630895,0.678176909756309,0.196017434154395,19.6017434154395
6214,"Shawls, Scarves, Mufflers, Mantillas, Veils Etc.",9,Turkey,0.005894679914021919,0.5894679914021919,0.1382328230435205,13.82328230435205
6214,"Shawls, Scarves, Mufflers, Mantillas, Veils Etc.",10,Mexico,0.004749021839600302,0.47490218396003014,0.0511201980361251,5.11201980361251
6215,"Ties, Bow Ties & Cravats, Not Knitted Or Crocheted",1,China,0.5497058416532098,54.97058416532098,0.3389728182865289,33.89728182865289
6215,"Ties, Bow Ties & Cravats, Not Knitted Or Crocheted",2,Italy,0.3016873619857239,30.16873619857239,0.1359342346863078,13.59342346863078
6215,"Ties, Bow Ties & Cravats, Not Knitted Or Crocheted",3,France,0.08123621970279873,8.123621970279874,0.1347787046265169,13.477870462651689
6215,"Ties, Bow Ties & Cravats, Not Knitted Or Crocheted",4,Vietnam,0.03590402776624286,3.590402776624286,0.2526843661469486,25.26843661469486
6215,"Ties, Bow Ties & Cravats, Not Knitted Or Crocheted",5,United Kingdom,0.016986099841692536,1.6986099841692537,0.1515216919883245,15.15216919883245
6215,"Ties, Bow Ties & Cravats, Not Knitted Or Crocheted",6,Bangladesh,0.003732380560264079,0.3732380560264079,0.1514655765507752,15.146557655077519
6215,"Ties, Bow Ties & Cravats, Not Knitted Or Crocheted",7,Indonesia,0.003439484152425385,0.3439484152425385,0.2401137528013545,24.01137528013545
6215,"Ties, Bow Ties & Cravats, Not Knitted Or Crocheted",8,Mexico,0.002545851329890434,0.2545851329890434,0.1191825050760576,11.91825050760576
6215,"Ties, Bow Ties & Cravats, Not Knitted Or Crocheted",9,India,0.002476653560675993,0.24766535606759932,0.3256828400778471,32.56828400778471
6215,"Ties, Bow Ties & Cravats, Not Knitted Or Crocheted",10,Chile,0.002286079447076348,0.2286079447076348,,
6216,"Gloves, Mittens And Mitts, Not Knit Or Crocheted",1,China,0.4356240291120722,43.56240291120722,0.3856907942734862,38.56907942734862
6216,"Gloves, Mittens And Mitts, Not Knit Or Crocheted",2,Vietnam,0.2201781001472128,22.01781001472128,0.1443223271036932,14.43223271036932
6216,"Gloves, Mittens And Mitts, Not Knit Or Crocheted",3,Pakistan,0.11023923473477563,11.023923473477563,0.1822476971339058,18.22476971339058
6216,"Gloves, Mittens And Mitts, Not Knit Or Crocheted",4,Indonesia,0.09543788420275544,9.543788420275543,0.1443186231128576,14.431862311285759
6216,"Gloves, Mittens And Mitts, Not Knit Or Crocheted",5,Cambodia,0.06304584839893772,6.304584839893772,0.1660942296358699,16.60942296358699
6216,"Gloves, Mittens And Mitts, Not Knit Or Crocheted",6,Philippines,0.038286535078533246,3.828653507853325,0.1923460674033335,19.234606740333348
6216,"Gloves, Mittens And Mitts, Not Knit Or Crocheted",7,Bangladesh,0.017270493848708865,1.7270493848708866,0.1706042812056145,17.06042812056145
6216,"Gloves, Mittens And Mitts, Not Knit Or Crocheted",8,Thailand,0.009500766549577773,0.9500766549577773,0.1258089847284013,12.58089847284013
6216,"Gloves, Mittens And Mitts, Not Knit Or Crocheted",9,India,0.005768149166290128,0.5768149166290127,0.270730581910632,27.073058191063197
6216,"Gloves, Mittens And Mitts, Not Knit Or Crocheted",10,Sri Lanka,0.004648958761136175,0.4648958761136175,0.2410212140763331,24.10212140763331
6217,"Made-up Cl Access Nesoi, Garment Etc Parts Nesoi",1,China,0.5862105989478678,58.621059894786775,0.3826442163303241,38.264421633032406
6217,"Made-up Cl Access Nesoi, Garment Etc Parts Nesoi",2,Mexico,0.08163234586274726,8.163234586274726,0.0198385529343576,1.98385529343576
6217,"Made-up Cl Access Nesoi, Garment Etc Parts Nesoi",3,Vietnam,0.0761653658908939,7.61653658908939,0.2412879942212335,24.12879942212335
6217,"Made-up Cl Access Nesoi, Garment Etc Parts Nesoi",4,Dominican Republic,0.06949622471094306,6.949622471094306,0.0582901820985592,5.82901820985592
6217,"Made-up Cl Access Nesoi, Garment Etc Parts Nesoi",5,Italy,0.05556033424484444,5.556033424484444,0.1446022628451132,14.460226284511322
6217,"Made-up Cl Access Nesoi, Garment Etc Parts Nesoi",6,Spain,0.03398384191407608,3.398384191407608,0.1801198610079052,18.01198610079052
6217,"Made-up Cl Access Nesoi, Garment Etc Parts Nesoi",7,Cambodia,0.03329761833720238,3.3297618337202377,0.2431222030435753,24.312220304357528
6217,"Made-up Cl Access Nesoi, Garment Etc Parts Nesoi",8,Taiwan,0.023305092318367065,2.3305092318367064,0.2515482420378602,25.15482420378602
6217,"Made-up Cl Access Nesoi, Garment Etc Parts Nesoi",9,India,0.02152598303969586,2.152598303969586,0.3396006077305991,33.96006077305991
6217,"Made-up Cl Access Nesoi, Garment Etc Parts Nesoi",10,Bangladesh,0.018822594733362185,1.8822594733362186,0.2318874415877755,23.18874415877755
6301,Blankets And Traveling Rugs,1,China,0.8146968904956161,81.46968904956161,0.3287599611676991,32.87599611676991
6301,Blankets And Traveling Rugs,2,India,0.08308974000624826,8.308974000624826,0.2483450397657857,24.83450397657857
6301,Blankets And Traveling Rugs,3,Vietnam,0.03820508425343508,3.8205084253435078,0.2204016581622977,22.04016581622977
6301,Blankets And Traveling Rugs,4,Pakistan,0.024970499571039254,2.4970499571039255,0.1640979765185317,16.409797651853168
6301,Blankets And Traveling Rugs,5,Portugal,0.011722543176253965,1.1722543176253966,0.1426139423794321,14.26139423794321
6301,Blankets And Traveling Rugs,6,Italy,0.009114445920925657,0.9114445920925658,0.1131995452154287,11.31995452154287
6301,Blankets And Traveling Rugs,7,Mexico,0.00659424074743388,0.6594240747433879,0.0093897487565831,0.93897487565831
6301,Blankets And Traveling Rugs,8,Peru,0.004575521050164784,0.45755210501647836,0.0704425029712067,7.04425029712067
6301,Blankets And Traveling Rugs,9,United Kingdom,0.004076764986929323,0.4076764986929323,0.0757406948093473,7.574069480934729
6301,Blankets And Traveling Rugs,10,Germany,0.0029542697919537116,0.29542697919537114,0.1461194684797084,14.611946847970838
6302,"Bed Linen, Table Linen, Toilet Linen & Kitch Linen",1,India,0.3715699794474904,37.15699794474904,0.2302607487484094,23.02607487484094
6302,"Bed Linen, Table Linen, Toilet Linen & Kitch Linen",2,China,0.32975586585723526,32.975586585723526,0.3154370494068066,31.543704940680662
6302,"Bed Linen, Table Linen, Toilet Linen & Kitch Linen",3,Pakistan,0.19069615385906866,19.069615385906864,0.1657264585883226,16.57264585883226
6302,"Bed Linen, Table Linen, Toilet Linen & Kitch Linen",4,Turkey,0.03697223686831936,3.697223686831936,0.1718405853450801,17.184058534508008
6302,"Bed Linen, Table Linen, Toilet Linen & Kitch Linen",5,Portugal,0.020750270591207105,2.0750270591207105,0.1346785802296335,13.46785802296335
6302,"Bed Linen, Table Linen, Toilet Linen & Kitch Linen",6,Mexico,0.012578804721696042,1.2578804721696042,0.0290298870565942,2.90298870565942
6302,"Bed Linen, Table Linen, Toilet Linen & Kitch Linen",7,Bangladesh,0.010381325133870203,1.0381325133870203,0.1663134124651031,16.63134124651031
6302,"Bed Linen, Table Linen, Toilet Linen & Kitch Linen",8,Italy,0.009580878031735766,0.9580878031735766,0.1323442803914779,13.234428039147788
6302,"Bed Linen, Table Linen, Toilet Linen & Kitch Linen",9,Colombia,0.0094833999514229,0.9483399951422901,0.0515757797808206,5.15757797808206
6302,"Bed Linen, Table Linen, Toilet Linen & Kitch Linen",10,Bahrain,0.008231085537954402,0.8231085537954402,0.0545094581810528,5.45094581810528
6303,Curtains & Interior Blinds; Curtain & Bed Valances,1,China,0.47918203247786295,47.918203247786295,0.4006315722256586,40.06315722256586
6303,Curtains & Interior Blinds; Curtain & Bed Valances,2,Mexico,0.31257384119909687,31.257384119909688,0.1185805916971534,11.85805916971534
6303,Curtains & Interior Blinds; Curtain & Bed Valances,3,India,0.06131995749886645,6.131995749886645,0.2765710601132561,27.65710601132561
6303,Curtains & Interior Blinds; Curtain & Bed Valances,4,Taiwan,0.03893321211468888,3.893321211468888,0.214005233035591,21.400523303559098
6303,Curtains & Interior Blinds; Curtain & Bed Valances,5,"Korea, South",0.03397600318231183,3.397600318231183,0.1968352148768515,19.683521487685148
6303,Curtains & Interior Blinds; Curtain & Bed Valances,6,Pakistan,0.02910903519411442,2.910903519411442,0.1935043484032834,19.35043484032834
6303,Curtains & Interior Blinds; Curtain & Bed Valances,7,Turkey,0.013962165232906786,1.3962165232906787,0.1989331046761165,19.89331046761165
6303,Curtains & Interior Blinds; Curtain & Bed Valances,8,Malaysia,0.012609875560929018,1.2609875560929018,0.2185382460145663,21.85382460145663
6303,Curtains & Interior Blinds; Curtain & Bed Valances,9,Canada,0.009987054515429077,0.9987054515429077,0.0872198973227595,8.72198973227595
6303,Curtains & Interior Blinds; Curtain & Bed Valances,10,Vietnam,0.008346823023793784,0.8346823023793785,0.2205305343822088,22.05305343822088
6304,Furnishing Articles Of Textile Materials Nesoi,1,China,0.5633204587365442,56.33204587365442,0.2716598725974232,27.16598725974232
6304,Furnishing Articles Of Textile Materials Nesoi,2,India,0.21965198001742894,21.965198001742895,0.2204862495148455,22.04862495148455
6304,Furnishing Articles Of Textile Materials Nesoi,3,Pakistan,0.05272617259657838,5.272617259657838,0.1089446130159154,10.89446130159154
6304,Furnishing Articles Of Textile Materials Nesoi,4,Mexico,0.0404087326207417,4.04087326207417,0.0285622683503635,2.85622683503635
6304,Furnishing Articles Of Textile Materials Nesoi,5,Ukraine,0.03114093509939373,3.114093509939373,0.1326800942570706,13.268009425707062
6304,Furnishing Articles Of Textile Materials Nesoi,6,Vietnam,0.026560254659825172,2.656025465982517,0.1963255376482113,19.632553764821132
6304,Furnishing Articles Of Textile Materials Nesoi,7,Portugal,0.023656750435206802,2.3656750435206804,0.1178034645484684,11.78034645484684
6304,Furnishing Articles Of Textile Materials Nesoi,8,Italy,0.01641212944245943,1.641212944245943,0.1237988090857747,12.379880908577471
6304,Furnishing Articles Of Textile Materials Nesoi,9,Turkey,0.013377827930466532,1.3377827930466533,0.1684185984904673,16.84185984904673
6304,Furnishing Articles Of Textile Materials Nesoi,10,Haiti,0.012744758461355088,1.2744758461355088,0.060623016270879,6.0623016270879
6305,Sacks & Bags Of Textile Material For Packing Goods,1,India,0.4703828092984791,47.03828092984791,0.2521891264392956,25.21891264392956
6305,Sacks & Bags Of Textile Material For Packing Goods,2,Mexico,0.1603947542916769,16.03947542916769,0.0114766856273211,1.14766856273211
6305,Sacks & Bags Of Textile Material For Packing Goods,3,China,0.1584253556289204,15.84253556289204,0.3550572420362747,35.50572420362747
6305,Sacks & Bags Of Textile Material For Packing Goods,4,Vietnam,0.05338541819112129,5.3385418191121286,0.1905601535750241,19.05601535750241
6305,Sacks & Bags Of Textile Material For Packing Goods,5,Thailand,0.042186548676435474,4.218654867643547,0.1835965045760242,18.35965045760242
6305,Sacks & Bags Of Textile Material For Packing Goods,6,Canada,0.029184710583122893,2.9184710583122895,0.0044596477224636,0.44596477224636
6305,Sacks & Bags Of Textile Material For Packing Goods,7,Honduras,0.02716943949030484,2.7169439490304836,0.0495235664639868,4.9523566463986795
6305,Sacks & Bags Of Textile Material For Packing Goods,8,Indonesia,0.021154027373677952,2.1154027373677953,0.1736469707395185,17.364697073951852
6305,Sacks & Bags Of Textile Material For Packing Goods,9,Turkey,0.020856147504177584,2.0856147504177582,0.1785753606748281,17.85753606748281
6305,Sacks & Bags Of Textile Material For Packing Goods,10,Cambodia,0.016860788962083685,1.6860788962083686,0.1728952154210973,17.28952154210973
6306,"Tarpaulins, Sails, Awnings, Tents, Etc.",1,China,0.6288273423807739,62.88273423807739,0.2829941827531436,28.29941827531436
6306,"Tarpaulins, Sails, Awnings, Tents, Etc.",2,Bangladesh,0.1354608786110113,13.54608786110113,0.1171856547712196,11.71856547712196
6306,"Tarpaulins, Sails, Awnings, Tents, Etc.",3,Vietnam,0.05204792790743187,5.204792790743187,0.1358311661207182,13.58311661207182
6306,"Tarpaulins, Sails, Awnings, Tents, Etc.",4,Taiwan,0.0408869019215747,4.08869019215747,0.1350085732370253,13.500857323702531
6306,"Tarpaulins, Sails, Awnings, Tents, Etc.",5,Canada,0.030651680289038412,3.065168028903841,0.0072007392733384,0.72007392733384
6306,"Tarpaulins, Sails, Awnings, Tents, Etc.",6,"Korea, South",0.02990170126804961,2.9901701268049607,0.0734750250156756,7.3475025015675595
6306,"Tarpaulins, Sails, Awnings, Tents, Etc.",7,Czech Republic,0.028726062778417365,2.8726062778417365,0.107503654170645,10.7503654170645
6306,"Tarpaulins, Sails, Awnings, Tents, Etc.",8,Sri Lanka,0.024070496453180663,2.4070496453180663,0.0998733159018964,9.987331590189639
6306,"Tarpaulins, Sails, Awnings, Tents, Etc.",9,Mexico,0.01996778321325554,1.996778321325554,0.1319364498014707,13.19364498014707
6306,"Tarpaulins, Sails, Awnings, Tents, Etc.",10,India,0.009459225177266665,0.9459225177266665,0.2325021876615227,23.25021876615227
6307,Made-up Articles Of Textile Materials Nesoi,1,China,0.6757362547847794,67.57362547847794,0.2908720083036203,29.087200830362033
6307,Made-up Articles Of Textile Materials Nesoi,2,Mexico,0.11928440207550531,11.928440207550532,0.0226399268184933,2.26399268184933
6307,Made-up Articles Of Textile Materials Nesoi,3,Vietnam,0.05444586509053318,5.444586509053318,0.1615894207993623,16.15894207993623
6307,Made-up Articles Of Textile Materials Nesoi,4,Pakistan,0.047331761327223436,4.733176132722344,0.1315991414176444,13.159914141764439
6307,Made-up Articles Of Textile Materials Nesoi,5,India,0.031198771448946606,3.1198771448946605,0.2483320705322133,24.83320705322133
6307,Made-up Articles Of Textile Materials Nesoi,6,Cambodia,0.019593760243773232,1.9593760243773233,0.1225375854583722,12.25375854583722
6307,Made-up Articles Of Textile Materials Nesoi,7,Dominican Republic,0.01850484774902952,1.850484774902952,0.0252058063711845,2.5205806371184503
6307,Made-up Articles Of Textile Materials Nesoi,8,Thailand,0.011621156042635148,1.1621156042635148,0.1246411796199222,12.46411796199222
6307,Made-up Articles Of Textile Materials Nesoi,9,Taiwan,0.011231849944344258,1.1231849944344257,0.1700692763985155,17.00692763985155
6307,Made-up Articles Of Textile Materials Nesoi,10,Canada,0.011051331293229955,1.1051331293229956,0.0548873248978188,5.48873248978188
6308,"Needlecraft Sets Of Wov Fabric & Yarn, Retail Pack",1,China,0.6409235965043066,64.09235965043067,0.4236171018490237,42.36171018490237
6308,"Needlecraft Sets Of Wov Fabric & Yarn, Retail Pack",2,Italy,0.1036665383154259,10.366653831542589,0.1656281636989929,16.562816369899288
6308,"Needlecraft Sets Of Wov Fabric & Yarn, Retail Pack",3,United Kingdom,0.07282216520013333,7.282216520013334,0.2020100866964953,20.201008669649532
6308,"Needlecraft Sets Of Wov Fabric & Yarn, Retail Pack",4,Turkey,0.04597582644163007,4.597582644163007,0.1729578762488842,17.29578762488842
6308,"Needlecraft Sets Of Wov Fabric & Yarn, Retail Pack",5,Belgium,0.035861846101238555,3.5861846101238557,0.1695390073479041,16.953900734790412
6308,"Needlecraft Sets Of Wov Fabric & Yarn, Retail Pack",6,France,0.02833143416171136,2.833143416171136,0.1408217304895501,14.08217304895501
6308,"Needlecraft Sets Of Wov Fabric & Yarn, Retail Pack",7,Lithuania,0.022763864899803848,2.2763864899803847,0.1457666690987169,14.57666690987169
6308,"Needlecraft Sets Of Wov Fabric & Yarn, Retail Pack",8,Moldova,0.019537281365931053,1.9537281365931052,0.2473976285674893,24.739762856748932
6308,"Needlecraft Sets Of Wov Fabric & Yarn, Retail Pack",9,Mexico,0.015242543198623856,1.5242543198623857,0.0028024249885594,0.28024249885594
6308,"Needlecraft Sets Of Wov Fabric & Yarn, Retail Pack",10,Philippines,0.014874903811195278,1.4874903811195277,0.2187786568022506,21.87786568022506
6309,Worn Clothing And Other Worn Textile Articles,1,Pakistan,0.5615421800092001,56.15421800092001,0.0525931780403842,5.25931780403842
6309,Worn Clothing And Other Worn Textile Articles,2,United Kingdom,0.08720967848189368,8.720967848189368,0.0548326578777617,5.48326578777617
6309,Worn Clothing And Other Worn Textile Articles,3,Canada,0.07145951196275836,7.145951196275837,0.1948045244023366,19.48045244023366
6309,Worn Clothing And Other Worn Textile Articles,4,France,0.057280275646089285,5.7280275646089285,0.0777727227226327,7.777272272263271
6309,Worn Clothing And Other Worn Textile Articles,5,India,0.049804149437082286,4.980414943708229,0.0719788992459093,7.197889924590931
6309,Worn Clothing And Other Worn Textile Articles,6,Japan,0.03956690776450075,3.9566907764500754,0.0831035646584925,8.31035646584925
6309,Worn Clothing And Other Worn Textile Articles,7,China,0.039285946435596984,3.9285946435596983,0.3351680880682273,33.51680880682273
6309,Worn Clothing And Other Worn Textile Articles,8,Mexico,0.037040778672762266,3.7040778672762267,0.0022242392589285,0.22242392589285
6309,Worn Clothing And Other Worn Textile Articles,9,Italy,0.033412397950456356,3.3412397950456354,0.1073601915534679,10.73601915534679
6309,Worn Clothing And Other Worn Textile Articles,10,Germany,0.02339817363966001,2.339817363966001,0.0692813101715001,6.928131017150011
6310,"Used Or New Rags, Scrap Twine Etc Of Text Material",1,Pakistan,0.5436989082981076,54.369890829810764,0.0784166366050373,7.8416636605037295
6310,"Used Or New Rags, Scrap Twine Etc Of Text Material",2,Honduras,0.11471802918078342,11.47180291807834,0.0659558304874854,6.595583048748541
6310,"Used Or New Rags, Scrap Twine Etc Of Text Material",3,Canada,0.07725520350481418,7.7255203504814185,0.0365477480453793,3.6547748045379302
6310,"Used Or New Rags, Scrap Twine Etc Of Text Material",4,Mexico,0.06706612341871826,6.706612341871826,0.0751883027383403,7.5188302738340305
6310,"Used Or New Rags, Scrap Twine Etc Of Text Material",5,Bangladesh,0.05748766052448918,5.748766052448918,0.0950772177806088,9.50772177806088
6310,"Used Or New Rags, Scrap Twine Etc Of Text Material",6,India,0.04984962689965516,4.984962689965515,0.0760874832336096,7.6087483233609605
6310,"Used Or New Rags, Scrap Twine Etc Of Text Material",7,Dominican Republic,0.03239171302429595,3.239171302429595,0.0719769402883685,7.19769402883685
6310,"Used Or New Rags, Scrap Twine Etc Of Text Material",8,China,0.032008262335146254,3.2008262335146256,0.259608420282913,25.960842028291296
6310,"Used Or New Rags, Scrap Twine Etc Of Text Material",9,Turkey,0.01595045600992081,1.5950456009920808,0.0486429831661202,4.86429831661202
6310,"Used Or New Rags, Scrap Twine Etc Of Text Material",10,United Arab Emirates,0.009574016804069198,0.9574016804069198,0.0551999917616755,5.519999176167549
6401,"Waterproof Footwear, Rubber Or Plastics, Bond Sole",1,China,0.47935225925786157,47.935225925786156,0.5807403838619081,58.07403838619081
6401,"Waterproof Footwear, Rubber Or Plastics, Bond Sole",2,Canada,0.19755453679391557,19.755453679391557,0.0068937523991094,0.6893752399109401
6401,"Waterproof Footwear, Rubber Or Plastics, Bond Sole",3,Dominican Republic,0.11237916248819224,11.237916248819225,0.068494876210285,6.8494876210285
6401,"Waterproof Footwear, Rubber Or Plastics, Bond Sole",4,Vietnam,0.056683809767544314,5.668380976754431,0.4107691998729319,41.076919987293195
6401,"Waterproof Footwear, Rubber Or Plastics, Bond Sole",5,Mexico,0.05614174798395698,5.614174798395697,0.001299515731031,0.12995157310310002
6401,"Waterproof Footwear, Rubber Or Plastics, Bond Sole",6,Indonesia,0.0279144143203657,2.79144143203657,0.2571289774901942,25.71289774901942
6401,"Waterproof Footwear, Rubber Or Plastics, Bond Sole",7,Thailand,0.02751624405514867,2.751624405514867,0.3246861281838715,32.46861281838715
6401,"Waterproof Footwear, Rubber Or Plastics, Bond Sole",8,Italy,0.01931517066074356,1.931517066074356,0.127403689459618,12.7403689459618
6401,"Waterproof Footwear, Rubber Or Plastics, Bond Sole",9,Germany,0.011575344615983441,1.157534461598344,0.2017233379860653,20.17233379860653
6401,"Waterproof Footwear, Rubber Or Plastics, Bond Sole",10,Malaysia,0.011567310056287895,1.1567310056287896,0.4256428484547121,42.564284845471214
6402,"Footwear, Outer Sole & Upper Rubber Or Plast Nesoi",1,China,0.5294267679865622,52.942676798656215,0.2807523619777995,28.07523619777995
6402,"Footwear, Outer Sole & Upper Rubber Or Plast Nesoi",2,Vietnam,0.26394984054983306,26.394984054983304,0.2377861244710485,23.778612447104848
6402,"Footwear, Outer Sole & Upper Rubber Or Plast Nesoi",3,Indonesia,0.08692100638560987,8.692100638560987,0.2492601009710699,24.92601009710699
6402,"Footwear, Outer Sole & Upper Rubber Or Plast Nesoi",4,Cambodia,0.037869518607090334,3.7869518607090336,0.1821368514978778,18.213685149787782
6402,"Footwear, Outer Sole & Upper Rubber Or Plast Nesoi",5,Italy,0.026242629376493527,2.6242629376493527,0.1295935328154968,12.95935328154968
6402,"Footwear, Outer Sole & Upper Rubber Or Plast Nesoi",6,Germany,0.02602034925825907,2.602034925825907,0.143068393443496,14.306839344349601
6402,"Footwear, Outer Sole & Upper Rubber Or Plast Nesoi",7,India,0.009990302335458928,0.9990302335458927,0.2561716707801951,25.61716707801951
6402,"Footwear, Outer Sole & Upper Rubber Or Plast Nesoi",8,Brazil,0.007195476403291512,0.7195476403291512,0.2411771470094084,24.11771470094084
6402,"Footwear, Outer Sole & Upper Rubber Or Plast Nesoi",9,Romania,0.006832993965071639,0.6832993965071639,0.1097349926937956,10.973499269379559
6402,"Footwear, Outer Sole & Upper Rubber Or Plast Nesoi",10,Mexico,0.005551115132329792,0.5551115132329791,0.0079401336780245,0.7940133678024499
6403,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Lea",1,Vietnam,0.31990386522904274,31.990386522904274,0.1861894435016533,18.618944350165332
6403,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Lea",2,China,0.229812122784801,22.9812122784801,0.3414380203934561,34.14380203934561
6403,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Lea",3,Italy,0.13359590152415957,13.359590152415956,0.1520701120052767,15.20701120052767
6403,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Lea",4,Indonesia,0.11067938755496748,11.067938755496748,0.1831086418141038,18.31086418141038
6403,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Lea",5,Mexico,0.05861375463981271,5.861375463981271,0.0054201753248323,0.54201753248323
6403,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Lea",6,Cambodia,0.044608919439262304,4.460891943926231,0.1840276354107455,18.40276354107455
6403,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Lea",7,India,0.03686818175750443,3.686818175750443,0.2466287134469953,24.66287134469953
6403,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Lea",8,Bangladesh,0.026516189127267564,2.6516189127267564,0.1738538496589823,17.38538496589823
6403,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Lea",9,Germany,0.02242465413623315,2.242465413623315,0.1469328174365743,14.69328174365743
6403,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Lea",10,Portugal,0.01697702380694913,1.697702380694913,0.1501782484320094,15.01782484320094
6404,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Tex",1,Vietnam,0.45786590403836697,45.7865904038367,0.2603150907971104,26.03150907971104
6404,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Tex",2,China,0.34158779340881396,34.158779340881395,0.3546707875098194,35.46707875098194
6404,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Tex",3,Indonesia,0.10103668505353561,10.10366850535356,0.2868991005209897,28.68991005209897
6404,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Tex",4,Italy,0.05333806265295939,5.333806265295939,0.1893383152531293,18.93383152531293
6404,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Tex",5,Cambodia,0.029093868852000836,2.9093868852000835,0.2216915846163685,22.16915846163685
6404,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Tex",6,India,0.004772768682225206,0.47727686822252063,0.3475627300862223,34.75627300862223
6404,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Tex",7,Spain,0.004003198258508449,0.4003198258508449,0.2040766310911473,20.40766310911473
6404,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Tex",8,Dominican Republic,0.003360156166042294,0.3360156166042294,0.0595529548425229,5.955295484252289
6404,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Tex",9,Bangladesh,0.002677757224675261,0.26777572246752607,0.2347449005938814,23.47449005938814
6404,"Footwear, Outer Sole Rub, Plast Or Lea & Upper Tex",10,Mexico,0.002263805662872059,0.2263805662872059,0.1032651853347094,10.326518533470939
6405,Footwear Nesoi,1,China,0.7958556003222698,79.58556003222698,0.3303054964305015,33.03054964305015
6405,Footwear Nesoi,2,Vietnam,0.11235110566137471,11.235110566137472,0.2362924846862266,23.62924846862266
6405,Footwear Nesoi,3,Italy,0.03927247776328521,3.9272477763285214,0.1671003226741182,16.71003226741182
6405,Footwear Nesoi,4,Cambodia,0.0176863454677924,1.7686345467792401,0.2385541375351006,23.85541375351006
6405,Footwear Nesoi,5,Indonesia,0.008531347632615592,0.8531347632615591,0.2368396283343141,23.68396283343141
